paper_no,Name,URL,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,Author18,Author19,Author20
1131,"Urodynamic Safety of the Potent and Selective beta3-adrenoceptor Agonist, Mirabegron, in Males with Lower Urinary Tract Symptoms and Bladder Outlet Obstruction",http://www.siucongress.org/eipdf/siu2012Abstract01470.pdf,Victor Nitti,Steven Rosenberg,David H Mitcheson,Weizhong He,Allam Fakhoury,Nancy Martin,,,,,,,,,,,,,,
1132,Expression Changes of STAT3 and Phosphorylated STAT3 in the Clear Cell Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract01471.pdf,Lucia Mesarosova,Jan Svihra,Peter Krenek,Jan Kyselovic,Jan Luptak,Jan Kliment,Pavol Slavik,Sona Franova,Jan Klimas,Peter Ochodnicky,,,,,,,,,,
1133,"Robot Assisted Laparoscopic Augmentation Cystoplasty with Intracorporeal Bowel Reconstruction for Tubercular Bladder
",http://www.siucongress.org/eipdf/siu2012Abstract01472.pdf,P N Dogra,Prabhjot Singh,Ashish Saini,,,,,,,,,,,,,,,,,
1134,Comparison of Laparoscopic and Open Partial Nephrectomies: Single Center Experience,http://www.siucongress.org/eipdf/siu2012Abstract01473.pdf,Boris Alekseev,Alexey Kalpinskiy,Kirill Nyushko,Nikolay Vorobiev,Maxim Golovaschenko,Andrey Andrianov,,,,,,,,,,,,,,
1139,The Association of SRD5A2 Gene Polymorphism at Codon 89 and Prostate Cancer Risk: Case Control Study,http://www.siucongress.org/eipdf/siu2012Abstract01478.pdf,Robert Dusenka,Roman Tomaskin,Svetlana Grobarcikova,Monika Kmetova Sivonova,Dusan Dobrota,Jan Kliment,,,,,,,,,,,,,,
1140,"MDV3100, an Androgen Receptor Signaling Inhibitor, Improves Overall Survival in Patients with Prostate Cancer Post Docetaxel: Results from the Phase 3 AFFIRM Study",http://www.siucongress.org/eipdf/siu2012Abstract01479.pdf,Peter Mulders,Howard Scher,Karim Fizazi,Fred Saad,Mary-Ellen Taplin,Cora Sternberg,Kurt Miller,Ronald De Wit,Mohammad Hirmand,Brian Selby,Johann De Bono,For The AFFIRM Investigators,,,,,,,,
1141,Male Remeex SystemTM (MRS) for the Surgical Treatment of Male Incontinence: 12 Years from the First Case,http://www.siucongress.org/eipdf/siu2012Abstract01480.pdf,Alejandro Sousa,,,,,,,,,,,,,,,,,,,
1142,The Association of p53 Gene Polymorphism at Codon 72 and Prostate Cancer Risk: Case Control Study,http://www.siucongress.org/eipdf/siu2012Abstract01481.pdf,Svetlana Grobarcikova,Roman Tomaskin,Robert Dusenka,Monika Kmetova Sivonova,Dusan Dobrota,Jan Kliment,,,,,,,,,,,,,,
1144,"TVT versus TOT: A Single-Center, Prospective Randomized Study",http://www.siucongress.org/eipdf/siu2012Abstract01483.pdf,Ahmed El-Hefnawy,Ahmed Abed,Bassem Wadie,,,,,,,,,,,,,,,,,
1146,"Radical Prostatectomy for High-Risk Prostate Cancer Defined by Preoperative Criteria: Is the Current Definition Adequate?

",http://www.siucongress.org/eipdf/siu2012Abstract01485.pdf,Jan Kliment Jr.,Boris Elias,Jan Luptak,Jan Svihra,Roman Tomaskin,Kamil Javorka,Igor Sopilko,Martin Jonas,Jan Kliment,,,,,,,,,,,
1147,Diagnosis of Prostate Cancer Based on Plasmatic Determination of Matrix Metalloproteinase 9,http://www.siucongress.org/eipdf/siu2012Abstract01486.pdf,Iván González Rodríguez,Rodrigo Gil-Ugarteburu,Manuel Rivas del Fresno,Isabel Fernández García,Jose Ramón Pérez-Carral,Adonina Tardón García,,,,,,,,,,,,,,
1148,Neoadjuvant Chemohyperthermia (CHT) for the Treatment of High-Risk Non-Muscle Invasive Bladder Cancer: A Phase I Study,http://www.siucongress.org/eipdf/siu2012Abstract01487.pdf,Alejandro Sousa,,,,,,,,,,,,,,,,,,,
1149,Introduction to Laparoscopy Through Radical Cystectomy: The First Consecutive 22 Cases of a Single Junior Surgeon,http://www.siucongress.org/eipdf/siu2012Abstract01488.pdf,Iván González Rodríguez,Javier Mosquera,José Vicente Baldissera,Rodrigo Gil-Ugarteburu,Miguel Alonso,Fructuoso García,Francisco Javier Cuervo,,,,,,,,,,,,,
1152,Combination of a New Visual Prostate Symptom Score (VPSS) and Maximum Urinary Flow Rate (Qmax) after Treatment in Men with Urethral Strictures to Determine Stricture Recurrence and Avoid Invasive Eval,http://www.siucongress.org/eipdf/siu2012Abstract01491.pdf,Serge Wessels,Chris Heyns,,,,,,,,,,,,,,,,,,
1153,Short Term Outcomes of Prostate Biopsy in Men Tested for Cancer by Prostate Specific Antigen: Prospective Evaluation within ProtecT and ProBE Studies,http://www.siucongress.org/eipdf/siu2012Abstract01492.pdf,J Athene Lane,Derek Rosario,Chris Metcalfe,Jenny Donovan,David Neal,Freddie Hamdy,,,,,,,,,,,,,,
1155,FGFR2IIIb as a Candidate Urine Biomarker for Prostate Cancer Detection,http://www.siucongress.org/eipdf/siu2012Abstract01494.pdf,Yoshitatsu Fukabori,Hitomi Yamazaki,Tsunehito Kambara,Aki Yanagibayashi,Kyoko Arai,Takao Kamai,,,,,,,,,,,,,,
1156,Outcomes Following Buccal Mucosal Graft Staged Urethroplasty,http://www.siucongress.org/eipdf/siu2012Abstract01495.pdf,Mary James,Ramon Virasoro,Matthew Lyons,Ajaydeep Sidhu,Gerald Jordan,Kurt McCammon,,,,,,,,,,,,,,
1158,Training Course on Radical Cystectomy and Urinary Diversion: Does It Add to the Burden on Patients?,http://www.siucongress.org/eipdf/siu2012Abstract01497.pdf,Ahmed El-Hefnawy,Samer El-Halwagy,Hesham Orban,Tamer Samir,Hassan Abol- Enein,,,,,,,,,,,,,,,
1160,Pharmacologic Therapy in Men with New-onset Lower Urinary Tract Symptoms,http://www.siucongress.org/eipdf/siu2012Abstract01499.pdf,Steven Jacobsen,Lauren Wallner,Donald Fong,Jeff Slezak,Ronald Loo,,,,,,,,,,,,,,,
1161,Renal Ewing's Sarcoma/Primitive Neuroectodermal Tumor: Diagnostic and Therapeutic Approaches,http://www.siucongress.org/eipdf/siu2012Abstract01500.pdf,Ahmed El-Hefnawy,Ahemd Mosbah,Mona Abd El Rahim,Mamdouh El Sherbiny,Mohammed Hassan,Attallah Shaaban,,,,,,,,,,,,,,
1162,Comparison between Monopolar Trans-Urethral Resection of Prostate and Thulium Laser Enucleation of the Prostate: A Single Institution Experience,http://www.siucongress.org/eipdf/siu2012Abstract01501.pdf,Luca Carmignani,Luca Lunelli,Giorgio Bozzini,Stefano Picozzi,Stefano Casellato,,,,,,,,,,,,,,,
1163,Correlation Between Gleason Score of Needle Biopsy and Radical Prostatectomy Specimen: Clinical Implication and Prognostic Impact,http://www.siucongress.org/eipdf/siu2012Abstract01502.pdf,Abdellatif Janane,Taher Ould Ismail,Abdelaziz Hamdoune,Mohamed Ghadouane,Ahmed Ameur,Mohamed Abbar,,,,,,,,,,,,,,
1164,Gleason Score Discrepancies between Needle Biopsies and Radical Prostatectomy Specimens in African Men Divided into Three Prognostic Groups,http://www.siucongress.org/eipdf/siu2012Abstract01503.pdf,Abdellatif Janane,Taher Ould Ismail,Youssef Dakkak,Mohamed Ghadouane,Ahmed Ameur,Mohamed Abbar,,,,,,,,,,,,,,
1165,Management of Urinary Stone Disease with ESWL: Experience of 3 Years with 24286 Treatments,http://www.siucongress.org/eipdf/siu2012Abstract01504.pdf,Giorgio Bozzini,Stefano Picozzi,Stefano Sangalli,Stefano Casellato,Carlo Marenghi,Luca Lunelli,Luca Carmignani,,,,,,,,,,,,,
1166,A Prospective Single Centre Study: Safety and Efficacy of Turis Plasma Vaporization (TURIS-V) for the Treatment of Clinical Obstructing Benign Prostate Hyperplasia,http://www.siucongress.org/eipdf/siu2012Abstract01505.pdf,Roberto Giulianelli,Francesco Attisani,Barbara Cristina Gentile,Luca Albanesi,Luca Mavilla,Stefano Brunori,Gabriella Mirabile,Francesco Pisanti,Giorgio Vincenti,Manlio Schettini,,,,,,,,,,
1168,Predictors of Upper Urinary Tract Stone-Free Rate in Children Undergoing Shock Wave Lithotripsy: A Prospective Study of 117 Children,http://www.siucongress.org/eipdf/siu2012Abstract01507.pdf,Ahmad Abdelaziz Mohamad,Ahmad Shahat,,,,,,,,,,,,,,,,,,
1170,Safety and Efficacy of TUR-IS-Vaporization in Men on Anticoagulant Drugs: A Preliminary Experience,http://www.siucongress.org/eipdf/siu2012Abstract01509.pdf,Roberto Giulianelli,Gabriella Mirabile,Barbara Cristina Gentile,Luca Albanesi,Luca Mavilla,Francesco Attisani,Francesco Pisanti,Stefano Brunori,Giorgio Vincenti,Manlio Schettini,,,,,,,,,,
1171,Saturation Biopsy Performed Safely Could Enhance the Detection of Prostate Cancer in a Sub Group of Patients with PSA Levels <10ng/ml: Results in First Set of Biopsies,http://www.siucongress.org/eipdf/siu2012Abstract01510.pdf,Abdellatif Janane,Taher Ould Ismail,Fouad Hajji,Mohamed Ghadouane,Ahmed Ameur,Mohamed Abbar,,,,,,,,,,,,,,
1172,Late Intestinal Obstruction after Radical Cystectomy and Urinary Diversion: Urological Perspectives,http://www.siucongress.org/eipdf/siu2012Abstract01511.pdf,Ahmed El-Hefnawy,Tamer Helmy,Mahmoud Laimon,Samer El- Halwagy,Ahmed Mosbah,Hassan Abol- Enein,,,,,,,,,,,,,,
1175,Transurethral Prostate Resection Monopolar Versus Plasmakinetics Gyrus Versus Bipolar TURis Surgmaster Scalpel: Single Centre Comparison Study,http://www.siucongress.org/eipdf/siu2012Abstract01514.pdf,Roberto Giulianelli,Luca Alanesi,Barbara Cristina Gentile,Francesco Attisani,Gabriella Mirabile,Luca Mavilla,Stefano Brunori,Giorgio Vincenti,Francesco Pisanti,Manlio Schettini,,,,,,,,,,
1176,The Efficacy and Safety of Tubeless Percutaneous Nephrolithotomy,http://www.siucongress.org/eipdf/siu2012Abstract01515.pdf,Bogdan Braticevici,Yousef Salaheddin,Dan Badescu,Daniel Radavoi,Viorel Jinga,,,,,,,,,,,,,,,
1178,Can Urologists Conduct MRI-Guided TRUS Biopsy Targeting?,http://www.siucongress.org/eipdf/siu2012Abstract01517.pdf,Lucy Simmons,Navin Ramachandran,Alex Kirkham,Caroline M Moore,Hashim U Ahmed,Mark Emberton,,,,,,,,,,,,,,
1179,Robotic and Open Cystectomy for Urothelial Carcinoma in Octogenarians,http://www.siucongress.org/eipdf/siu2012Abstract01518.pdf,Amar Singh,Joshua Worthington,Sarah Hunt,Colin Goudlocke,Argil Wheelock,Norman Galen,,,,,,,,,,,,,,
1180,Open and Robotic Nephron-Sparing Surgery for T1b or Greater Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract01519.pdf,Amar Singh,Joshua Worthington,Sarah Hunt,Argil Wheelock,Norman Galen,,,,,,,,,,,,,,,
1181,Open Nephron-Sparing Surgery for T1b or Greater Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract01520.pdf,Amar Singh,Joshua Worthington,Sarah Hunt,Argil Wheelock,Colin Goudlocke,Norman Galen,,,,,,,,,,,,,,
1183,Inverted Papilloma of the Bladder: A Review and an Analysis of the Recent Literature of 365 Patients,http://www.siucongress.org/eipdf/siu2012Abstract01522.pdf,Stefano Picozzi,Stefano Casellato,Giorgio Bozzini,Dario Ratti,Barbara Rubino,Luca Carmignani,,,,,,,,,,,,,,
1184,Realising a New Model to Train Residents in Nephrostomy Tube Placement and PCNL,http://www.siucongress.org/eipdf/siu2012Abstract01523.pdf,Giorgio Bozzini,Riccardo Vismara,Beniamino Fiore,Chiara Cipollini,Simone Ghilardi,Stefano Picozzi,Alberto Redaelli,Luca Carmignani,,,,,,,,,,,,
1186,Papillary Renal Cell Carcinoma Type 1 and 2: Clinicopathological Characteristics and Prognosis,http://www.siucongress.org/eipdf/siu2012Abstract01525.pdf,Masato Yanagi,G0 Kimura,Kenta Suzumura,Kuniaki Tanabe,Shigeki Iigaya,Yukihiro Kondo,,,,,,,,,,,,,,
1188,Cross-Cultural Validated Adaptation of Dysfunctional Voiding Symptom Score (DVSS) to Japanese Language and Cognitive Linguistic Issues,http://www.siucongress.org/eipdf/siu2012Abstract01527.pdf,Masaaki Imamura,Tomoko Usui,Kazuyoshi Johnin,Koji Yoshimura,Akihiro Kanemastu,Osamu Ogawa,,,,,,,,,,,,,,
1189,Real-time MR-guided Endourological Upper Urinary Tract Interventions: Feasibility Study,http://www.siucongress.org/eipdf/siu2012Abstract01528.pdf,Valentin Popeneciu,Boris Hadaschik,Sascha Pahernik,Ann-Kathrin Homagk,Reiner Umathum,Roland Galmbacher,Peter Hallscheidt,Markus Hohenfellner,,,,,,,,,,,,
1190,PCNL with Thullium Laser: Video of our First Experience,http://www.siucongress.org/eipdf/siu2012Abstract01529.pdf,Luca Carmignani,Giorgio Bozzini,Stefano Picozzi,Robert Stubinski,Luca Lunelli,Stefano Casellato,,,,,,,,,,,,,,
1191,Efficacy of Single Shot Instillation of Doxorubicin after Transurethral Resection of Low-Risk Non-Muscle-Invasive Bladder Tumors: A Prospective Study,http://www.siucongress.org/eipdf/siu2012Abstract01530.pdf,Abdelghani Ammani,Khalil Bazine,Abdelmounaim Qarro,Mohamed Assebane,Jamaleddine Samir,Mohamed Najoui,Mohamed Lezrek,Mohamed Alami,,,,,,,,,,,,
1194,Thullium Laser Enucleation of the Prostate in Patients on Anticoagulant or Antiaggregant Therapy,http://www.siucongress.org/eipdf/siu2012Abstract01533.pdf,Stefano Picozzi,Stefano Casellato,Giorgio Bozzini,Robert Stubinski,Dario Ratti,Luca Carmignani,,,,,,,,,,,,,,
1196,Efficacy and Complications of Total Continence Surgery,http://www.siucongress.org/eipdf/siu2012Abstract01535.pdf,Durwood Neal,,,,,,,,,,,,,,,,,,,
1197,"Prevalence of Prostatitis in Men Treated with Prostatectomy (Open Prostatectomy, Transurethral Resection of Prostate) for Benign Prostatic Hyperplasia Induced Bladder Outlet Obstruction",http://www.siucongress.org/eipdf/siu2012Abstract01536.pdf,Hosni Salem,Hani El Fayoumy,Hosam Shaker,Amr Lotfi,Elia Anis,,,,,,,,,,,,,,,
1198,Perineural Invasion and Lethal Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01537.pdf,Piotr Zareba,Michelangelo Fiorentino,Richard Flavin,Neil Martin,Swen-Olof Andersson,Ove Andrén,Katja Fall,Jennifer R. Rider,Lorelei A. Mucci,,,,,,,,,,,
1199,LESS Partial Nephrectomy of Two Synchronous Tumors,http://www.siucongress.org/eipdf/siu2012Abstract01538.pdf,Lorenzo Marconi,Arnaldo Figueiredo,Frederico Furriel,Pedro Nunes,Belmiro Parada,Alfredo Mota,,,,,,,,,,,,,,
1205,Evolution of Surgery for Early Prostate Cancer in a British Hospital Over Two Decades,http://www.siucongress.org/eipdf/siu2012Abstract01544.pdf,Shiv Bhanot,,,,,,,,,,,,,,,,,,,
1206,Optimization of the Ultrasound-Guided Prostate Biopsy,http://www.siucongress.org/eipdf/siu2012Abstract01545.pdf,Jose Ramon Perez-Carral,Manuel Rivas,Iván González,Rodrigo Gil Ugarteburu,Priscila Benito,Sergio Fernandez-Pello,Francisco Javier Cuervo,,,,,,,,,,,,,
1208,Laparoscopic Surgery for Umbilical Single Port: Initial Experience,http://www.siucongress.org/eipdf/siu2012Abstract01547.pdf,Silvio Bollini,Arnaldo Figueiredo,Pedro Nunes,Pedro Moreira,Pedro Eufrásio,Belmiro Parada,Francisco Rolo,Alfredo Mota,,,,,,,,,,,,
1209,Slings Use in the Treatment of Male Urinary Incontinence,http://www.siucongress.org/eipdf/siu2012Abstract01548.pdf,Silvio Bollini,Arnaldo Figueiredo,Pedro Nunes,Belmiro Parada,Pedro Moreira,Pedro Eufrásio,Lorenzo Marconi,Francisco Rolo,Alfredo Mota,,,,,,,,,,,
1214,in vivo Assessment of 16alpha-[18F]Fluoro-17beta-Estradiol as a New PET Tracer for Evaluating ER Expression of Prostate Cancer Following Androgen Ablation Therapy,http://www.siucongress.org/eipdf/siu2012Abstract01553.pdf,Yoko Hasegawa,Nobuyuki Oyama,Noriko Takahara,Yoshiji Miwa,Hironobu Akino,Tetsuya Mori,Yasushi Kiyono,Osamu Yokoyama,,,,,,,,,,,,
1216,Immunohistochemical Expression of BRCA1 and Prostate Cancer Progression in a Large Radical Prostatectomy Cohort,http://www.siucongress.org/eipdf/siu2012Abstract01555.pdf,Piotr Zareba,Andreas Pettersson,Travis Gerke,Michelangelo Fiorentino,Richard Flavin,Jennifer R. Rider,Edward Giovannucci,Stephen Finn,Massimo Loda,Lorelei Mucci,,,,,,,,,,
1218,Outcome of Kidney Transplantation from Donation after Cardiac Death under Low Dose Calcineurin Inhibitor,http://www.siucongress.org/eipdf/siu2012Abstract01557.pdf,Naohiko Fukami,Hitomi Sasaki,Takahiro Maruyama,Mamoru Kusaka,Kiyohito Ishikawa,Kunihiro Hayakawa,Ryoichi Shiroki,Kiyotaka Hoshinaga,,,,,,,,,,,,
1219,The Role of Dutasteride in Preventing BPH-Associated Clinical Progression Among Asymptomatic Men with an Enlarged Prostate,http://www.siucongress.org/eipdf/siu2012Abstract01558.pdf,Paul Toren,David Margel,Girish Kulkarni,Antonio Finelli,Alexandre Zlotta,Neil Fleshner,,,,,,,,,,,,,,
1220,Outcome of Penile Prosthesis Surgery in Patients with Significant Comorbidity,http://www.siucongress.org/eipdf/siu2012Abstract01559.pdf,Raouf Seyam,Badr Al-Harbi,Waleed Alkhudair,Said Kattan,,,,,,,,,,,,,,,,
1221,Results of a National Population-based Study of Outcomes of Surgery for Renal Tumours Associated with Inferior Vena Cava Thrombus,http://www.siucongress.org/eipdf/siu2012Abstract01560.pdf,Paul Toren,Robert Abouassaly,Shabbir Alibhai,Narhari Timilshina,Girish Kulkarni,Antonio Finelli,,,,,,,,,,,,,,
1222,"Baskets, Ureteral Access Sheaths, and Stents do not affect the Stone Free Rate in Ureteroscopy in Obese or Normal Weight Patients",http://www.siucongress.org/eipdf/siu2012Abstract01561.pdf,Ben Chew,Bogardus Zavaglia,Dirk Lange,Ryan Paterson,Joel Teichman,Brian Matlaga,C Zappavigna,Rafael Nunez,Aron Bruhn,H.O. Altamar,Mitchell Humphreys,Nicole Miller,O Shah,,,,,,,
1223,Underexpression of Tumor Suppressor LKB1 in Clear Cell Renal Cell Carcinoma is Common and Confers Growth Advantage in vitro and in vivo,http://www.siucongress.org/eipdf/siu2012Abstract01562.pdf,Jehonathan Pinthus,Laura K Beatty,Sarka Lhotak,Richard Austin,Wilhelmina C Duivenvoorden,,,,,,,,,,,,,,,
1224,Is There a Role for Routine Anterior Zone Sampling During Transrectal Ultrasound Guided Saturation Prostate Biopsy?,http://www.siucongress.org/eipdf/siu2012Abstract01563.pdf,Jehonathan Pinthus,Eric Cole,Bobby Shayegan,Dean Daya,Michael Greenspan,Eduard Matsumotto,Michael Patlas,,,,,,,,,,,,,
1225,Trend of Nephrectomy for Renal Malignancy 2007-2010 in Japan and Factors Affecting Minimally Invasive Surgery from a Nationwide Database,http://www.siucongress.org/eipdf/siu2012Abstract01564.pdf,Toru Sugihara,Hideo Yasunaga,Hiromasa Horiguchi,Hiroaki Nishimatsu,Haruki Kume,Kazuo Suzuki,Shinya Matsuda,Kiyohide Fushimi,Yukio Homma,,,,,,,,,,,
1226,Evolution of Female Stress Urinary Incontinence Treatment,http://www.siucongress.org/eipdf/siu2012Abstract01565.pdf,Peter Kronenberg,Andrea Furtado,Rui Abreu,Bruno Graça,Miguel Lourenço,Manuel Ferreira Coelho,Fernando Ribeiro,Pepe Cardoso,João Varregoso,Francisco Carrasquinho Gomes,,,,,,,,,,
1227,Significance of Systematic Regional Lymphnode Dissection during Total Nephroureterectomy,http://www.siucongress.org/eipdf/siu2012Abstract01566.pdf,Hiroshi Furuse,Takahisa Suzuki,Fumitake Kai,Takayuki Sugiyama,Masao Nagata,Atsushi Otsuka,Tatsuya Takayama,Yasuo Ishii,Soichi Mugiya,Seiichiro Ozono,,,,,,,,,,
1228,Magnetic Resonance Imaging/Ultrasound Fusion Guided Prostate Biopsy for Patients with Small Lesions Suspicious for Cancer Revealed by Multiparametric Magnetic Resonance Imaging,http://www.siucongress.org/eipdf/siu2012Abstract01567.pdf,Kazumi Kamoi,Koji Okihara,Tsuyoshi Iwata,Akihiro Kawauchi,Tsuneharu Miki,,,,,,,,,,,,,,,
1231,Tackling the Left Renal Vein Thrombus During Laparoscopic Radical Nephrectomy: A Novel Approach,http://www.siucongress.org/eipdf/siu2012Abstract01570.pdf,Pradeep Rao,Pramod Rao,Prashanth Rao,Mihir Desai,,,,,,,,,,,,,,,,
1232,Cure Perception and Patient Satisfaction after Transobturator Suburethral Sling (TVT-O),http://www.siucongress.org/eipdf/siu2012Abstract01571.pdf,Peter Kronenberg,Andrea Furtado,Rui Abreu,Bruno Graça,Miguel Lourenço,Manuel Ferreira Coelho,Fernando Ribeiro,Pepe Cardoso,João Varregoso,Francisco Carrasquinho Gomes,,,,,,,,,,
1233,Ejaculation Preserving Photoselective Vaporization of the Prostate,http://www.siucongress.org/eipdf/siu2012Abstract01572.pdf,Yahir Santiago-Lastra,Saman Shafaat Talab,Alexander Bachmann,Gordon Muir,Benjamin Choi,Shahin Tabatabaei,,,,,,,,,,,,,,
1235,Favorable Functional Outcome and Prevention of New Onset of Chronic Kidney Disease by Partial Nephrectomy for Renal Cell Carcinoma of Clinical T1b in Comparison to Radical Nephrectomy,http://www.siucongress.org/eipdf/siu2012Abstract01574.pdf,Junpei Iiuzka,Tsunenori Kondo,Yasunobu Hashimoto,Hirohito Kobayashi,Eri Ikezawa,Toshio Takagi,Kazunari Tanabe,,,,,,,,,,,,,
1240,Effectiveness of Three-Dimensional (3D) Imaging Systems in Laparoscopic Radical Prostatectomy: Randomized Comparative Study with 2D Systems,http://www.siucongress.org/eipdf/siu2012Abstract01579.pdf,Hidefumi Kinoshita,Ken Nakagawa,Yukio Usui,Masatsugu Iwamura,Akihiro Ito,Akira Miyajima,Yoichi Arai,Toshiro Terachi,Shiro Baba,Tadashi Matsuda,,,,,,,,,,
1243,Retroperitoneoscopic Nephrectomy and Ex-Vivo Reconstruction for Solitary Kidney with Complex Renal Artery Aneurysms Due to Fibromuscular Dysplasia,http://www.siucongress.org/eipdf/siu2012Abstract01582.pdf,Kazuhiko Nishi,Wataru Takahashi,Yoshihiro Wada,Norihiro Ito,Masatoshi Eto,,,,,,,,,,,,,,,
1246,Laparoscopic Augmentation Enterocystoplasty for Treatment of Contracted Bladders,http://www.siucongress.org/eipdf/siu2012Abstract01585.pdf,Van-An Nguyen,,,,,,,,,,,,,,,,,,,
1250,"A Prospective, Randomised Study on Comparing Etoricoxib plus Diclofenac versus Pethidine as Analgesia in Extracorporeal Shockwave Lithotripsy",http://www.siucongress.org/eipdf/siu2012Abstract01589.pdf,Cheuk Fan Shum,Amit Mukherjee,Chang Peng Teo,Chin Hu Ong,Tow Poh Lim,,,,,,,,,,,,,,,
1251,"Evidence-Based Practice: Perceptions of Iranian Urologists
",http://www.siucongress.org/eipdf/siu2012Abstract01590.pdf,Sakineh Hajebrahimi,Ali Mostafaie,Hadi Mostafaie,Nahid Olfati,,,,,,,,,,,,,,,,
1252,"Safety and Efficacy of Intra-Operative Modifications to the Shah Penile Prosthesis to Achieve Customized Fits in Narrow, Fibrous, or Perforated Corpora",http://www.siucongress.org/eipdf/siu2012Abstract01591.pdf,Rupin Shah,,,,,,,,,,,,,,,,,,,
1254,Percutaneous Indirect Endoscopic Approach to Kidney Echinococcosis Disease,http://www.siucongress.org/eipdf/siu2012Abstract01593.pdf,Mohammed Lezrek,Mohammed Asseban,Abdelghani Ammani,Khalil Bazine,Mohammed Alami,Amoqran Beddouch,,,,,,,,,,,,,,
1256,Salvage High Intensity Focused Ultrasound for Local Prostate Cancer Recurrence after Brachytherapy,http://www.siucongress.org/eipdf/siu2012Abstract01595.pdf,Ali Al-Zahrani,Vladimir Yutkin,Ana Maria Autran,Jonathan Izawa,Joseph Chin,,,,,,,,,,,,,,,
1257,Comparative Morbidity Between Salvage High Intensity Focused Ultrasound and Cryotherapy for Radiorecurrent Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01596.pdf,Ali Al-Zahrani,Vladimir Yutkin,Ana Maria Autran,Jonathan Izawa,Joseph Chin,,,,,,,,,,,,,,,
1259,Long-Term Outcome of Randomized Trial Between Cryoablation and External Beam Therapy for Locally Advanced Prostate Cancer (T2c-T3b),http://www.siucongress.org/eipdf/siu2012Abstract01598.pdf,Ali Al-Zahrani,Vladimir Yutkin,Ana Maria Autran,Jonathan Izawa,Joseph Chin,,,,,,,,,,,,,,,
1260,Advantages of a New Diagnostic and Treatment Approach in Cases of Large Non-Muscle Invasive Bladder Tumors: NBI Cystoscopy and Bipolar Plasma Vaporization,http://www.siucongress.org/eipdf/siu2012Abstract01599.pdf,Bogdan Florin Geavlete,Florin Stanescu,Petrisor Aurelian Geavlete,,,,,,,,,,,,,,,,,
1261,"Partial Nephrectomy for Tumors Over 4 cms: Oncological, Clinical Outcomes and Assessment of Complication Using a Graded Score",http://www.siucongress.org/eipdf/siu2012Abstract01600.pdf,Ali Al-Zahrani,Vladimir Yutkin,Ana Maria Autran,Jonathan Izawa,Joseph Chin,Juan Barroso,,,,,,,,,,,,,,
1262,NBI Cystoscopy in Non-Muscle Invasive Bladder Cancer: A Prospective Comparison to the Standard Approach,http://www.siucongress.org/eipdf/siu2012Abstract01601.pdf,Bogdan Florin Geavlete,Marian Jecu,Petrisor Aurelian Geavlete,,,,,,,,,,,,,,,,,
1263,Radical Nephrectomy in Patients with Inferior Vena Cava and Renal Vein Involvement: Clinical Outcomes and Assessment of Complications Using a Graded Score,http://www.siucongress.org/eipdf/siu2012Abstract01602.pdf,Ali Al-Zahrani,Vladimir Yutkin,Ana Maria Autran,Jonathan Izawa,Joseph Chin,Juan Barroso,,,,,,,,,,,,,,
1264,Bipolar Plasma Vaporization versus Standard TUR in Secondary Bladder Neck Sclerosis: A Medium Term Comparison,http://www.siucongress.org/eipdf/siu2012Abstract01603.pdf,Bogdan Florin Geavlete,Cristian Moldoveanu,Petrisor Aurelian Geavlete,,,,,,,,,,,,,,,,,
1265,High Intensity Focused Ultrasound Treatment for Recurrent Histologically Proven Localized Prostate Cancer: Initials Results,http://www.siucongress.org/eipdf/siu2012Abstract01604.pdf,Ali Al-Zahrani,Vladimir Yutkin,Ana Maria Autran,Jonathan Izawa,Joseph Chin,,,,,,,,,,,,,,,
1266,Bipolar Plasma Enucleation of the Prostate: An Innovative Technique in Large BPH Endoscopic Treatment,http://www.siucongress.org/eipdf/siu2012Abstract01605.pdf,Bogdan Florin Geavlete,Florin Stanescu,Petrisor Aurelian Geavlete,,,,,,,,,,,,,,,,,
1267,The Bipolar Plasma Vaporization of the Prostate: A New 'Standard' in 2012?,http://www.siucongress.org/eipdf/siu2012Abstract01606.pdf,Bogdan Florin Geavlete,Marian Jecu,Petrisor Aurelian Geavlete,,,,,,,,,,,,,,,,,
1268,Applying Micro-Raman Spectroscopy to Improve the Diagnosis of Urine Cytology,http://www.siucongress.org/eipdf/siu2012Abstract01607.pdf,Yichun Chiu,Yuwei Lai,Huihua Kenny Chiang,Shing-Hwa Lu,Allen. W. Chiu,,,,,,,,,,,,,,,
1269,Long Term Follow-up after Ileocaecal Continent Cutaneous Urinary Diversion: A Retrospective Study of a Monocentric Experience,http://www.siucongress.org/eipdf/siu2012Abstract01608.pdf,fahd khalil,Hachem El Sayegh,Ali Iken,Yassine Nouini,Benslimane Lounis,Mohamed Faik,,,,,,,,,,,,,,
